,order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
683,1476884,167828,Shake Shack,American,15.57,Weekend,Not given,35,18.0
684,1477693,67345,Bareburger,American,13.05,Weekend,4,31,30.0
685,1478170,208186,Blue Ribbon Sushi Izakaya,Japanese,16.44,Weekend,Not given,32,23.0
686,1477676,78939,Blue Ribbon Sushi,Japanese,8.54,Weekend,5,34,25.0
687,1477637,227992,Nobu Next Door,Japanese,12.13,Weekend,Not given,28,16.0
688,1477922,304587,Westville Hudson,American,33.03,Weekend,5,25,18.0
689,1478151,62941,Cipriani Le Specialita,Italian,5.92,Weekend,5,35,30.0
690,1477219,389155,The Meatball Shop,Italian,32.98,Weekday,3,23,25.0
691,1478018,304112,Shake Shack,American,16.25,Weekday,5,27,31.0
692,1477998,90113,Blue Ribbon Sushi,Japanese,29.1,Weekend,5,20,16.0
693,1477170,197832,The Meatball Shop,Italian,12.08,Weekday,Not given,25,28.0
694,1478282,221394,Cafe Habana,Mexican,8.25,Weekend,4,21,29.0
695,1477826,381020,RedFarm Broadway,Chinese,8.2,Weekend,4,31,30.0
696,1477890,284835,Shake Shack,American,22.36,Weekday,3,20,32.0
697,1477045,143511,Chipotle Mexican Grill $1.99 Delivery,Mexican,16.44,Weekday,Not given,33,30.0
698,1478430,133701,The Loop,Japanese,24.3,Weekend,5,21,29.0
699,1477160,61181,The Meatball Shop,Italian,8.63,Weekday,4,28,27.0
700,1477605,91907,Momoya,Japanese,9.02,Weekend,Not given,21,30.0
701,1478351,78939,Blue Ribbon Sushi,Japanese,12.08,Weekend,5,31,16.0
702,1477017,175101,TAO,Japanese,15.76,Weekend,Not given,26,19.0
703,1478202,345429,Burger Joint,American,21.88,Weekend,5,26,24.0
704,1478053,125262,Barbounia,Mediterranean,5.77,Weekend,Not given,23,23.0
705,1476933,375704,Shake Shack,American,32.98,Weekend,3,22,21.0
706,1476656,124596,RedFarm Hudson,Chinese,29.1,Weekday,Not given,27,26.0
707,1478071,70315,Five Guys Burgers and Fries,American,14.12,Weekend,4,28,25.0
708,1476800,183520,Blue Ribbon Sushi,Japanese,11.59,Weekend,Not given,26,23.0
709,1477568,296554,Blue Ribbon Fried Chicken,American,9.75,Weekday,5,23,32.0
710,1478332,146456,Five Guys Burgers and Fries,American,12.18,Weekend,Not given,22,26.0
711,1477504,71613,Empanada Mama (closed),Mexican,15.57,Weekend,4,24,20.0
712,1477597,49010,Shake Shack,American,24.25,Weekend,5,34,24.0
713,1478001,64153,Blue Ribbon Fried Chicken,American,31.38,Weekend,3,35,20.0
714,1477127,314480,Shake Shack,American,15.76,Weekday,5,30,24.0
715,1477846,52574,Blue Ribbon Sushi,Japanese,24.25,Weekday,5,30,26.0
716,1477297,164131,Tony's Di Napoli,Italian,29.1,Weekend,Not given,26,19.0
717,1477838,52256,Han Dynasty,Chinese,12.08,Weekend,5,22,23.0
718,1477112,65806,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,21,28.0
719,1477355,79215,Blue Ribbon Sushi,Japanese,15.86,Weekend,Not given,33,15.0
720,1477365,61181,Shake Shack,American,14.07,Weekend,5,33,25.0
721,1477266,85422,Saravanaa Bhavan,Indian,24.25,Weekday,5,29,26.0
722,1477800,344268,Sushi Choshi,Japanese,13.73,Weekend,3,35,27.0
723,1478428,53543,The Smile,American,12.18,Weekday,5,29,27.0
724,1478400,353331,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.05,Weekend,Not given,28,27.0
725,1478403,294478,RedFarm Broadway,Chinese,32.98,Weekend,4,25,15.0
726,1477970,198802,Cafe Habana,Mexican,6.69,Weekday,5,26,31.0
727,1476928,58205,The Meatball Shop,Italian,24.3,Weekend,Not given,33,21.0
728,1477020,91108,Rubirosa,Italian,7.33,Weekend,5,26,22.0
729,1477973,245264,RedFarm Hudson,Chinese,9.12,Weekday,5,29,26.0
730,1478406,129122,Sarabeth's East,American,12.13,Weekend,Not given,34,30.0
731,1477701,328551,Kanoyama,Japanese,32.98,Weekend,5,35,16.0
732,1477318,42408,UVA Wine Bar & Restaurant,Italian,14.65,Weekday,5,32,25.0
733,1477438,94132,Parm,Italian,31.33,Weekend,Not given,24,16.0
734,1478376,67133,RedFarm Broadway,Chinese,9.65,Weekend,5,30,20.0
735,1477367,343554,Blue Ribbon Fried Chicken,American,12.95,Weekend,5,27,28.0
736,1477754,133222,P.J. Clarke's,American,21.34,Weekday,5,25,28.0
737,1478280,91722,Shake Shack,American,19.4,Weekend,5,32,15.0
738,1478412,43018,RedFarm Hudson,Chinese,6.69,Weekend,Not given,24,20.0
739,1476887,142356,Blue Ribbon Sushi,Japanese,12.13,Weekday,Not given,26,27.0
740,1478382,144997,Nobu Next Door,Japanese,15.91,Weekend,4,26,15.0
741,1478115,93308,Shake Shack,American,5.77,Weekend,4,28,18.0
742,1476782,367449,The Meatball Shop,Italian,12.23,Weekend,5,24,17.0
743,1478178,125834,The Meatball Shop,Italian,12.23,Weekend,5,25,19.0
744,1478294,390459,Shake Shack,American,12.18,Weekend,Not given,35,29.0
745,1477854,58025,Tamarind TriBeCa,Indian,11.64,Weekend,Not given,33,23.0
746,1477189,54630,V-Nam Cafe,Vietnamese,22.26,Weekend,5,33,26.0
747,1476894,384698,Don's Bogam BBQ & Wine Bar,Korean,14.07,Weekend,3,33,16.0
748,1476807,79215,Blue Ribbon Sushi,Japanese,16.49,Weekend,3,24,30.0
749,1477937,98735,The Meatball Shop,Italian,9.65,Weekday,5,34,28.0
750,1478407,386766,Parm,Italian,12.23,Weekend,Not given,21,30.0
751,1478199,70001,Han Dynasty,Chinese,12.18,Weekday,Not given,26,26.0
752,1478389,68775,Sushi of Gari Tribeca,Japanese,12.13,Weekend,Not given,25,30.0
753,1478103,130956,Blue Ribbon Sushi,Japanese,12.95,Weekend,5,25,16.0
754,1476824,259341,Momoya,Japanese,19.4,Weekend,4,27,16.0
755,1478441,228541,RedFarm Hudson,Chinese,29.1,Weekend,Not given,27,28.0
756,1478399,264399,Han Dynasty,Chinese,29.15,Weekday,Not given,20,24.0
757,1477635,124393,Amma,Indian,31.43,Weekday,5,20,27.0
758,1476797,357592,Blue Ribbon Sushi,Japanese,16.15,Weekend,3,23,21.0
759,1476652,232035,ilili Restaurant,Middle Eastern,8.97,Weekend,Not given,24,19.0
760,1478196,97991,Blue Ribbon Sushi Bar & Grill,Japanese,15.28,Weekday,Not given,24,29.0
761,1477862,317660,Shake Shack,American,10.24,Weekend,Not given,22,21.0
762,1478141,150865,Vanessa's Dumpling House,Chinese,29.1,Weekday,Not given,22,25.0
763,1476962,342777,Blue Ribbon Sushi,Japanese,12.9,Weekday,3,25,31.0
764,1477959,175290,Otto Enoteca Pizzeria,Italian,29.05,Weekend,5,24,18.0
765,1477426,135769,Blue Ribbon Sushi,Japanese,19.35,Weekend,5,26,23.0
766,1478049,259341,TAO,Japanese,12.71,Weekend,3,22,17.0
767,1477811,373152,Blue Ribbon Sushi,Japanese,24.3,Weekend,5,32,28.0
768,1478068,222073,The Smile,American,12.08,Weekend,5,27,25.0
769,1477002,133202,ilili Restaurant,Middle Eastern,29.25,Weekend,3,27,21.0
770,1477139,139755,Tortaria,Mexican,13.05,Weekend,5,23,19.0
771,1478150,97806,Shake Shack,American,25.22,Weekend,4,35,27.0
772,1476603,48677,Shake Shack,American,12.95,Weekend,Not given,32,19.0
773,1476752,27365,Nobu Next Door,Japanese,16.06,Weekend,Not given,31,23.0
774,1477073,87752,Shake Shack,American,29.05,Weekend,5,21,22.0
775,1477823,50260,Bareburger,American,5.63,Weekend,4,32,30.0
776,1476684,35631,Shake Shack,American,19.4,Weekend,5,32,24.0
777,1477892,196320,Parm,Italian,25.17,Weekday,4,33,32.0
778,1477481,47440,Bareburger,American,25.22,Weekday,3,31,27.0
779,1477538,184085,Hill Country Fried Chicken,Southern,14.84,Weekend,4,21,21.0
780,1476626,84087,The Meatball Shop,Italian,6.69,Weekend,Not given,25,22.0
781,1477557,140501,The Meatball Shop,Italian,22.36,Weekend,5,32,21.0
782,1477684,39275,TAO,Japanese,15.28,Weekend,5,20,27.0
783,1477865,120490,Parm,Italian,8.2,Weekday,Not given,34,24.0
784,1477612,56722,Shake Shack,American,22.31,Weekday,Not given,33,32.0
785,1476620,54110,Tamarind TriBeCa,Indian,12.23,Weekend,4,21,21.0
786,1477244,47386,Bubby's ,American,12.18,Weekday,4,28,31.0
787,1477231,63147,Shake Shack,American,12.61,Weekend,4,29,19.0
788,1477576,105087,Rubirosa,Italian,14.12,Weekday,4,26,32.0
789,1478203,41907,Hatsuhana,Japanese,14.07,Weekend,5,27,24.0
790,1476890,83469,Han Dynasty,Chinese,12.18,Weekday,3,33,29.0
791,1477059,67487,Blue Ribbon Sushi,Japanese,17.07,Weekend,4,27,15.0
792,1477038,96877,The Meatball Shop,Italian,12.18,Weekend,5,25,28.0
793,1478220,399729,Blue Ribbon Sushi,Japanese,8.83,Weekend,4,20,19.0
794,1477459,149984,Sushi of Gari 46,Japanese,14.31,Weekend,Not given,27,25.0
795,1478214,103049,TAO,Japanese,25.22,Weekend,5,28,17.0
796,1476636,232214,Terakawa Ramen,Japanese,14.65,Weekend,4,30,16.0
797,1477807,38050,Blue Ribbon Sushi,Japanese,12.71,Weekday,Not given,24,28.0
798,1477841,18902,Rubirosa,Italian,21.88,Weekend,4,28,27.0
799,1476998,140279,Blue Ribbon Sushi Bar & Grill,Japanese,12.95,Weekday,Not given,28,28.0
800,1477900,276192,Sushi of Gari Tribeca,Japanese,8.63,Weekend,5,33,28.0
801,1477173,68300,Blue Ribbon Fried Chicken,American,21.83,Weekend,Not given,20,27.0
802,1476876,325285,RedFarm Broadway,Chinese,5.48,Weekend,3,27,18.0
803,1477496,132137,Parm,Italian,22.36,Weekend,Not given,27,27.0
804,1476845,55334,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,31,29.0
805,1476642,277898,Blue Ribbon Fried Chicken,American,12.18,Weekend,Not given,25,17.0
806,1477801,268365,Zero Otto Nove,Italian,12.18,Weekday,4,29,25.0
807,1477594,47440,Bareburger,American,12.18,Weekday,3,25,24.0
808,1478318,263426,TAO,Japanese,22.12,Weekday,5,32,30.0
809,1476734,148327,Shake Shack,American,33.03,Weekday,Not given,31,28.0
810,1477202,259341,Joe's Shanghai _Àü£¾÷´,Chinese,16.1,Weekend,5,31,22.0
811,1478180,270525,The Smile,American,22.26,Weekend,5,25,26.0
812,1477992,65589,Blue Ribbon Sushi Izakaya,Japanese,19.45,Weekday,5,33,32.0
813,1477164,74424,Shake Shack,American,15.77,Weekend,3,29,20.0
814,1478386,240093,The Meatball Shop,Italian,14.7,Weekday,5,30,24.0
815,1476756,263426,Shake Shack,American,14.07,Weekend,3,21,27.0
816,1477989,102801,ilili Restaurant,Middle Eastern,13.73,Weekday,5,22,33.0
817,1477972,97806,Shake Shack,American,12.61,Weekend,4,26,25.0
818,1477452,107240,Shake Shack,American,8.34,Weekend,5,21,30.0
819,1477578,385150,Blue Ribbon Sushi,Japanese,12.18,Weekend,4,27,16.0
820,1478208,371590,The Meatball Shop,Italian,29.15,Weekend,5,29,27.0
821,1477215,27609,Blue Ribbon Sushi Bar & Grill,Japanese,24.25,Weekend,5,25,26.0
822,1477479,373152,Blue Ribbon Sushi,Japanese,12.32,Weekday,Not given,29,27.0
823,1476675,235818,Shake Shack,American,15.96,Weekday,4,28,27.0
824,1476854,47440,Blue Ribbon Fried Chicken,American,6.45,Weekend,4,30,24.0
825,1478275,334758,Five Guys Burgers and Fries,American,24.3,Weekend,5,28,18.0
826,1477604,128711,RedFarm Hudson,Chinese,12.56,Weekend,3,20,22.0
827,1477039,338923,Hill Country Fried Chicken,Southern,22.31,Weekday,3,21,25.0
828,1477100,164005,Sushi of Gari,Japanese,15.52,Weekend,Not given,20,16.0
829,1478008,374826,Dos Caminos,Mexican,6.74,Weekend,5,32,26.0
830,1478298,79343,Blue Ribbon Sushi Bar & Grill,Japanese,6.02,Weekday,Not given,29,25.0
831,1477085,103852,J. G. Melon,American,6.74,Weekend,5,20,29.0
832,1477052,35993,Mira Sushi,Japanese,11.79,Weekend,Not given,32,26.0
833,1478042,201542,TAO,Japanese,29.05,Weekend,4,35,24.0
834,1476605,366975,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekend,Not given,23,17.0
835,1477825,389740,L'Express,French,11.98,Weekday,5,21,28.0
836,1476735,369272,Blue Ribbon Sushi Bar & Grill,Japanese,11.69,Weekday,5,21,28.0
837,1476686,45396,Blue Ribbon Sushi,Japanese,16.44,Weekend,5,30,29.0
838,1478435,350180,RedFarm Hudson,Chinese,20.32,Weekday,5,30,29.0
839,1476802,318451,Blue Ribbon Sushi,Japanese,14.02,Weekend,4,23,18.0
840,1478416,378027,RedFarm Broadway,Chinese,9.07,Weekend,4,35,17.0
841,1477893,63513,Mamoun's Falafel,Mediterranean,5.92,Weekday,Not given,31,33.0
842,1477018,53947,Shake Shack,American,15.52,Weekend,5,33,17.0
843,1477706,68258,Jack's Wife Freda,Mediterranean,22.31,Weekend,Not given,23,28.0
844,1476971,250494,Parm,Italian,28.57,Weekday,5,22,32.0
845,1477470,350659,Shake Shack,American,24.25,Weekend,4,27,30.0
846,1477755,107909,Cafeteria,American,12.08,Weekend,3,35,28.0
847,1478084,110461,Blue Ribbon Sushi,Japanese,22.07,Weekend,4,33,15.0
848,1478163,372722,Shake Shack,American,21.29,Weekend,Not given,35,21.0
849,1478431,245862,S'MAC,American,16.49,Weekend,5,27,19.0
850,1477559,127149,P.J. Clarke's,American,25.27,Weekday,5,34,29.0
851,1477666,368295,Blue Ribbon Fried Chicken,American,11.64,Weekend,5,24,16.0
852,1477746,288777,Don's Bogam BBQ & Wine Bar,Korean,12.61,Weekend,4,25,26.0
853,1478358,371806,The Meatball Shop,Italian,13.0,Weekend,5,34,26.0
854,1476863,40010,The Meatball Shop,American,31.43,Weekend,Not given,31,22.0
855,1477041,52832,Junoon,Indian,25.17,Weekday,Not given,23,24.0
856,1478438,114085,Blue Ribbon Sushi Bar & Grill,Japanese,9.12,Weekend,3,27,27.0
857,1476616,348096,Parm,Italian,31.43,Weekday,5,28,25.0
858,1476968,99621,Jack's Wife Freda,Mediterranean,29.05,Weekend,5,35,28.0
859,1478045,97420,Yama 49,Japanese,31.33,Weekend,5,21,27.0
860,1477660,304365,Sarabeth's Restaurant,American,24.25,Weekend,5,23,24.0
861,1476584,363561,Shake Shack,American,12.37,Weekend,3,28,28.0
862,1477619,75251,Blue Ribbon Fried Chicken,American,24.25,Weekend,Not given,27,21.0
863,1477033,59105,Sushi of Gari 46,Japanese,29.05,Weekend,3,35,26.0
864,1477308,321255,Shake Shack,American,5.63,Weekend,Not given,27,16.0
865,1476588,128711,RedFarm Hudson,Chinese,9.51,Weekend,3,29,26.0
866,1476713,58434,Blue Ribbon Sushi Izakaya,Japanese,15.76,Weekend,4,33,23.0
867,1477036,162330,Shake Shack,American,11.64,Weekend,Not given,23,29.0
868,1477340,186473,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,30,28.0
869,1477682,35432,TAO,Japanese,14.99,Weekend,Not given,24,21.0
870,1477514,178172,The Meatball Shop,American,12.18,Weekend,4,23,22.0
871,1477046,302132,Dos Caminos Soho,Mexican,12.66,Weekday,5,24,30.0
872,1477593,322787,Parm,Italian,12.08,Weekend,5,30,25.0
873,1476716,37982,Saravanaa Bhavan,Indian,15.52,Weekday,5,33,26.0
874,1477357,5444,Go! Go! Curry!,Japanese,20.18,Weekend,3,22,29.0
875,1476576,297130,Blue Ribbon Sushi,Japanese,31.43,Weekend,5,24,17.0
876,1477888,40500,J. G. Melon,American,12.18,Weekend,Not given,32,22.0
877,1476814,64621,La Follia,Italian,8.05,Weekend,Not given,28,20.0
878,1477212,49631,The Meatball Shop,Italian,14.41,Weekend,Not given,28,28.0
879,1477078,115231,Izakaya Ten,Japanese,12.23,Weekday,5,23,24.0
880,1477061,390436,Blue Ribbon Sushi,Japanese,13.0,Weekday,5,22,31.0
881,1477116,126730,The Kati Roll Company,Indian,24.2,Weekend,5,26,16.0
882,1478128,320187,TAO,Japanese,14.75,Weekend,5,35,19.0
883,1477118,105837,Nobu Next Door,Japanese,5.77,Weekend,4,25,29.0
884,1476646,103147,Hot Kitchen,Chinese,13.0,Weekend,5,32,25.0
885,1478286,102580,Blue Ribbon Sushi Izakaya,Japanese,29.05,Weekday,4,28,25.0
886,1477876,129823,Rubirosa,Italian,12.23,Weekend,Not given,21,18.0
887,1478443,96943,Cafe Mogador,Middle Eastern,29.88,Weekend,4,20,17.0
888,1478195,115519,Blue Ribbon Fried Chicken,American,20.23,Weekday,4,20,26.0
889,1477787,14869,Shake Shack,American,4.8,Weekend,4,22,24.0
890,1477093,318545,Serafina Fabulous Pizza,Italian,14.84,Weekday,3,35,31.0
891,1477140,366954,Blue Ribbon Sushi,Japanese,24.25,Weekend,5,35,16.0
892,1477024,68154,Nobu Next Door,Japanese,12.18,Weekend,5,32,23.0
893,1478035,178846,Blue Ribbon Fried Chicken,American,10.14,Weekend,4,21,17.0
894,1477541,196928,Han Dynasty,Chinese,12.13,Weekend,Not given,20,25.0
895,1477499,306119,Xi'an Famous Foods,Chinese,14.12,Weekend,4,32,19.0
896,1478085,42930,Tony's Di Napoli,Italian,11.3,Weekend,4,35,29.0
897,1477374,177078,Lantern Thai Kitchen,Thai,32.93,Weekend,Not given,34,27.0
898,1477882,80737,RedFarm Broadway,Chinese,24.2,Weekday,Not given,22,33.0
899,1477713,314908,Blue Ribbon Fried Chicken,American,8.44,Weekend,3,31,18.0
900,1477115,87752,Shake Shack,American,24.25,Weekday,5,20,27.0
901,1476658,127149,P.J. Clarke's,American,31.43,Weekend,4,31,23.0
902,1477491,276192,Sushi of Gari Tribeca,Japanese,9.46,Weekend,Not given,22,29.0
903,1477867,138426,Tony's Di Napoli,Italian,15.81,Weekend,5,35,30.0
904,1478097,252342,Westville Hudson,American,12.18,Weekend,3,20,25.0
905,1478401,112272,The Kati Roll Company,Indian,29.25,Weekend,Not given,30,21.0
906,1477382,69025,Han Dynasty,Chinese,6.84,Weekend,5,22,22.0
907,1478414,41409,Nobu Next Door,Japanese,12.66,Weekend,Not given,20,21.0
908,1477638,113507,Parm,Italian,12.18,Weekend,Not given,32,26.0
909,1477183,127934,Blue Ribbon Fried Chicken,American,33.03,Weekend,5,35,25.0
910,1477681,225912,12 Chairs,Middle Eastern,16.3,Weekday,4,27,26.0
911,1477582,297130,Blue Ribbon Sushi,Japanese,12.95,Weekend,Not given,22,23.0
912,1477190,397588,Kanoyama,Japanese,25.27,Weekday,Not given,29,33.0
913,1477043,142356,Blue Ribbon Sushi,Japanese,6.74,Weekend,4,22,28.0
914,1477136,120490,Parm,Italian,21.88,Weekend,4,23,30.0
915,1476972,111356,Bhatti Indian Grill,Indian,32.98,Weekday,Not given,32,30.0
916,1476627,120385,Westville Hudson,American,16.98,Weekend,5,34,20.0
917,1477148,385406,The Meatball Shop,Italian,11.59,Weekday,Not given,21,30.0
918,1478165,54851,RedFarm Hudson,Chinese,12.18,Weekend,Not given,22,27.0
919,1476622,399332,Philippe Chow,Chinese,24.2,Weekday,5,28,30.0
920,1477246,39705,Bukhara Grill,Indian,16.54,Weekend,5,23,17.0
921,1477512,44759,Sushi of Gari Tribeca,Japanese,9.27,Weekend,Not given,20,17.0
922,1477696,54809,RedFarm Broadway,Chinese,24.3,Weekday,5,24,31.0
923,1476578,97079,Donburi-ya,Japanese,12.18,Weekend,Not given,23,23.0
924,1477171,229946,Chipotle Mexican Grill $1.99 Delivery,Mexican,12.13,Weekend,3,34,25.0
925,1477960,375098,12 Chairs,Middle Eastern,29.1,Weekend,Not given,22,26.0
926,1478260,41991,Blue Ribbon Sushi Bar & Grill,Japanese,12.37,Weekend,Not given,21,16.0
927,1476720,91958,Dirty Bird To Go (archived),American,12.13,Weekend,4,22,27.0
928,1476767,83287,Blue Ribbon Sushi Izakaya,Japanese,18.24,Weekend,5,32,22.0
929,1477839,75548,The MasalaWala,Indian,12.13,Weekend,4,32,15.0
930,1477462,304707,Han Dynasty,Chinese,12.08,Weekend,5,27,29.0
931,1477120,285774,Blue Ribbon Sushi,Japanese,6.79,Weekday,5,21,29.0
932,1476858,385350,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,26,17.0
933,1476967,129798,TAO,Japanese,29.49,Weekday,Not given,22,32.0
934,1477808,123977,Vezzo Thin Crust Pizza,Italian,13.05,Weekend,5,31,27.0
935,1477902,91114,Shake Shack,American,15.77,Weekend,4,35,23.0
936,1477416,123977,Vezzo Thin Crust Pizza,Italian,22.26,Weekday,Not given,22,32.0
937,1476833,388420,Sushi of Gari 46,Japanese,9.02,Weekend,5,32,17.0
938,1476813,261665,Han Dynasty,Chinese,7.71,Weekend,5,22,18.0
939,1477907,213212,Blue Ribbon Fried Chicken,American,14.65,Weekend,Not given,34,23.0
940,1477668,160957,Han Dynasty,Chinese,22.31,Weekend,5,29,15.0
941,1477306,94691,brgr,American,5.72,Weekday,3,24,26.0
942,1478257,41877,Cafe Mogador,Middle Eastern,6.69,Weekend,4,23,30.0
943,1477662,6987,Hill Country Fried Chicken,Southern,29.78,Weekday,Not given,35,33.0
944,1478161,52327,Sushi of Gari,Japanese,16.01,Weekend,Not given,33,19.0
945,1478225,142574,Sushi of Gari,Japanese,15.96,Weekend,Not given,22,19.0
946,1476839,107909,Shake Shack,American,14.07,Weekend,Not given,33,21.0
947,1477847,106478,Blue Ribbon Sushi,Japanese,24.25,Weekday,4,22,29.0
948,1476718,35643,Vanessa's Dumpling House,Chinese,14.84,Weekend,5,31,24.0
949,1478429,355090,Shake Shack,American,22.85,Weekend,5,24,23.0
950,1476885,133349,Vanessa's Dumplings,Chinese,20.23,Weekend,5,33,17.0
951,1478230,97346,RedFarm Hudson,Chinese,14.6,Weekend,3,30,28.0
952,1478162,241080,TAO,Japanese,15.52,Weekend,4,32,27.0
953,1477645,343554,Blue Ribbon Fried Chicken,American,8.98,Weekend,3,26,27.0
954,1477583,370096,Melt Shop,American,19.4,Weekend,4,30,25.0
955,1477214,98319,Five Guys Burgers and Fries,American,13.0,Weekday,5,30,27.0
956,1477529,377260,The Smile,American,5.82,Weekend,3,22,25.0
957,1477648,110792,Blue Ribbon Sushi,Japanese,16.06,Weekend,Not given,24,21.0
958,1476874,60901,RedFarm Hudson,Chinese,5.82,Weekend,5,22,22.0
959,1477097,132906,Sushi of Gari 46,Japanese,13.05,Weekday,Not given,28,30.0
960,1477974,41907,Parm,Italian,9.22,Weekend,4,31,25.0
961,1478036,186976,Burger Joint,American,8.35,Weekend,4,28,17.0
962,1478371,258275,Cafe Habana,Mexican,25.17,Weekend,Not given,27,26.0
963,1476730,344577,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.05,Weekend,4,22,21.0
964,1476768,72757,Jack's Wife Freda,Mediterranean,8.49,Weekend,Not given,23,18.0
965,1476786,103852,Blue Ribbon Sushi,Japanese,6.74,Weekend,5,22,29.0
966,1478242,372276,Pinto Nouveau Thai Bistro,Thai,24.2,Weekend,5,29,15.0
967,1477773,72726,Shake Shack,American,12.18,Weekend,5,32,24.0
968,1477063,317446,The Meatball Shop,Italian,19.4,Weekend,5,28,30.0
969,1477419,186454,Shake Shack,American,14.07,Weekend,5,34,17.0
970,1476864,381020,RedFarm Broadway,Chinese,31.86,Weekend,4,25,19.0
971,1476791,390484,RedFarm Broadway,Chinese,12.56,Weekday,4,35,33.0
972,1477054,351799,Sushi of Gari Tribeca,Japanese,14.07,Weekend,5,34,29.0
973,1478184,232359,The Meatball Shop,American,5.82,Weekend,5,30,30.0
974,1476851,361220,Carmine's,Italian,19.98,Weekday,5,34,30.0
975,1476597,373059,Shake Shack,American,14.07,Weekend,Not given,31,25.0
976,1477241,42828,Jack's Wife Freda,Mediterranean,14.12,Weekday,5,25,25.0
977,1477282,241719,Sushi of Gari Tribeca,Japanese,12.42,Weekend,4,23,20.0
978,1477874,41168,Parm,Italian,12.13,Weekend,Not given,25,29.0
979,1476852,369809,Five Guys Burgers and Fries,American,19.45,Weekday,3,28,28.0
980,1476958,41638,Blue Ribbon Fried Chicken,American,12.18,Weekend,4,26,29.0
981,1477226,361728,The Meatball Shop,Italian,6.69,Weekend,Not given,25,18.0
982,1477327,328731,Nobu Next Door,Japanese,13.97,Weekday,Not given,27,24.0
983,1476905,360844,Blue Ribbon Sushi Bar & Grill,Japanese,5.72,Weekday,5,32,26.0
984,1478433,94700,Haandi,Indian,13.1,Weekend,Not given,31,30.0
985,1476666,205241,Shake Shack,American,6.07,Weekday,4,23,27.0
986,1476552,334758,Melt Shop,American,12.56,Weekend,4,25,23.0
987,1477137,157578,P.J. Clarke's,American,14.07,Weekday,5,33,26.0
988,1477440,127934,Blue Ribbon Fried Chicken,American,12.52,Weekday,4,24,31.0
989,1477545,144352,Shake Shack,American,21.93,Weekday,Not given,21,33.0
990,1478215,92726,Sarabeth's East,American,25.27,Weekend,4,23,19.0
991,1478301,184325,Asuka Sushi,Japanese,22.75,Weekday,5,25,32.0
992,1477294,39334,The Meatball Shop,American,12.18,Weekend,5,22,26.0
993,1477235,115841,Rubirosa,Italian,15.38,Weekday,Not given,30,31.0
994,1478012,114919,Yama Japanese Restaurant,Japanese,12.66,Weekend,Not given,25,26.0
995,1477005,87006,Nobu Next Door,Japanese,25.17,Weekend,Not given,21,16.0
996,1476600,141912,P.J. Clarke's,American,24.25,Weekend,Not given,24,15.0
997,1478270,303548,Shake Shack,American,14.02,Weekend,4,20,21.0
998,1477299,60039,ilili Restaurant,Middle Eastern,31.33,Weekday,4,29,27.0
999,1477388,396432,Blue Ribbon Sushi Izakaya,Japanese,9.7,Weekend,Not given,25,15.0
1000,1477221,125510,Blue Ribbon Sushi Izakaya,Japanese,33.03,Weekend,3,34,23.0
1001,1476691,68775,Sushi of Gari Tribeca,Japanese,24.2,Weekend,Not given,22,21.0
1002,1476838,51356,Burger Joint,American,16.15,Weekend,Not given,31,15.0
1003,1477913,92096,Aurora,Italian,21.93,Weekend,Not given,31,18.0
1004,1477453,83287,Shake Shack,American,9.41,Weekend,5,22,20.0
1005,1477946,81152,Hill Country Fried Chicken,Southern,14.12,Weekend,5,25,15.0
1006,1477395,56219,Parm,Italian,14.55,Weekday,5,30,32.0
1007,1478404,97991,Blue Ribbon Sushi Bar & Grill,Japanese,33.03,Weekend,5,28,15.0
1008,1476567,122609,Blue Ribbon Sushi,Japanese,13.0,Weekend,5,34,15.0
1009,1476903,53874,Sarabeth's,American,25.17,Weekend,3,28,23.0
1010,1478374,64151,Rubirosa,Italian,5.97,Weekend,3,30,25.0
1011,1476764,44049,Sushi Samba,Japanese,13.0,Weekend,4,33,21.0
1012,1476629,317993,Melt Shop,American,12.66,Weekend,3,27,26.0
1013,1476936,260035,Blue Ribbon Sushi Bar & Grill,Japanese,14.12,Weekend,Not given,31,25.0
1014,1478342,142681,Osteria Morini,Italian,8.3,Weekend,Not given,27,19.0
1015,1477229,72339,Hatsuhana,Japanese,17.03,Weekday,4,35,33.0
1016,1476961,112272,Blue Ribbon Sushi,Japanese,14.02,Weekday,Not given,35,29.0
1017,1477332,43018,RedFarm Hudson,Chinese,24.2,Weekend,5,27,19.0
1018,1478193,83287,Five Guys Burgers and Fries,American,16.01,Weekend,Not given,27,19.0
1019,1478410,84087,The Meatball Shop,Italian,25.22,Weekend,5,32,25.0
1020,1477080,67848,The Kati Roll Company,Indian,19.45,Weekend,Not given,25,24.0
1021,1477169,46696,Blue Ribbon Sushi Bar & Grill,Japanese,12.08,Weekday,5,29,24.0
1022,1476761,64153,Blue Ribbon Fried Chicken,American,24.25,Weekday,5,33,30.0
